Match;1;Team1;OoP;Score;27;Team2;THotS;Score;301
Name;A;K;D;N;Name;A;K;D;N
Shacka;5;5;9;-334;ridzu;11;10;5;253
Jordyvb;6;3;11;-334;Bax;11;9;2;709
Clove;4;1;9;-711;DeadRAT;11;3;5;100
Match;2;Team1;OoP;Score;86;Team2;THotS;Score;300
Name;A;K;D;N;Name;A;K;D;N
Shacka;5;8;10;-62;ridzu;12;14;6;295
Jordyvb;8;5;13;-640;Bax;17;6;6;631
Clove;10;1;8;-329;DeadRAT;10;7;6;-69
