Match;1;Team1;dbxxd;Score;303;Team2;S2D;Score;213
Name;A;K;D;N;Name;A;K;D;N
muse;19;12;6;527;Hellgore;10;11;11;-85
leagman1;21;10;9;322;Goos;13;5;11;-713
Divide;16;10;6;14;Akolyth;14;4;12;-460
Match;2;Team1;dbxxd;Score;300;Team2;S2D;Score;175
Name;A;K;D;N;Name;A;K;D;N
muse;15;11;7;609;Hellgore;10;10;10;-71
leagman1;15;10;9;35;Goos;11;4;9;-539
Divide;17;7;7;154;Akolyth;15;5;12;-626
