Match;1;Team1;CoC;Score;272;Team2;S2D;Score;172
Name;A;K;D;N;Name;A;K;D;N
TatziTatz;10;7;8;-211;Hellgore;3;15;10;433
Scy;11;7;11;-65;Goos;10;3;9;-263
Match;2;Team1;CoC;Score;300;Team2;S2D;Score;190
Name;A;K;D;N;Name;A;K;D;N
TatziTatz;12;4;6;-29;Hellgore;4;13;8;99
Scy;4;12;11;-142;Goos;12;4;9;38
