Match;1;Team1;CoC;Score;300;Team2;OoP;Score;37
Name;A;K;D;N;Name;A;K;D;N
Guglimugli;14;6;2;735;Jordyvb;2;4;11;-664
Scy;10;11;4;808;Shacka;4;2;13;-1014
Match;2;Team1;CoC;Score;304;Team2;OoP;Score;93
Name;A;K;D;N;Name;A;K;D;N
Guglimugli;13;10;3;641;Jordyvb;6;4;15;-871
Scy;10;13;9;773;Shacka;4;6;13;-636
