Match;1;Team1;S2D;Score;287;Team2;RGC;Score;297
Name;A;K;D;N;Name;A;K;D;N
electrino;15;16;11;165;Blizz;16;15;12;151
Hellgore;18;8;12;-19;Wolfeye;13;10;9;63
Akolyth;24;3;10;-233;Haloex;18;5;11;-440
Match;2;Team1;S2D;Score;265;Team2;RGC;Score;300
Name;A;K;D;N;Name;A;K;D;N
electrino;12;13;13;-92;Blizz;19;13;11;-231
Akolyth;13;7;12;-541;Wolfeye;15;11;7;242
Goos;18;4;9;-7;Haloex;21;10;9;196
