Match;1;Team1;THotS;Score;300;Team2;S2D;Score;138
Name;A;K;D;N;Name;A;K;D;N
Bax;19;12;6;682;Daddywan;11;10;13;-344
rise;18;12;7;641;Hellgore;17;3;12;-711
ridzu;19;11;8;52;Akolyth;10;2;13;-1046
Match;2;Team1;THotS;Score;300;Team2;S2D;Score;144
Name;A;K;D;N;Name;A;K;D;N
Bax;13;10;6;141;Daddywan;14;3;12;-362
rise;10;6;8;-57;Hellgore;11;11;11;-87
ridzu;20;11;10;177;Akolyth;10;7;10;-270
