Match;1;Team1;T999;Score;81;Team2;THotS;Score;300
Name;A;K;D;N;Name;A;K;D;N
Norbert;7;6;13;-273;rise;9;10;3;531
legolas;5;4;8;-584;Bax;10;8;6;254
Swonko;9;2;7;-278;DeadRAT;15;4;6;185
Match;2;Team1;T999;Score;191;Team2;THotS;Score;304
Name;A;K;D;N;Name;A;K;D;N
Norbert;12;8;13;-467;rise;16;15;8;585
legolas;10;8;9;-278;Bax;21;7;9;245
StickNik;18;4;12;-559;DeadRAT;17;8;8;-1
